,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,price_predicted
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,2,3,3,-134.4426450904566
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,2,2,2,9086.205146684417
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,2,3,4,4007.376728703712
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,4,2,3,6554.763532376142
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,3,1,4,4350.4244262572265
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,7,4,2,2503.5670676513782
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,3,7,5,2880.089554685479
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,3,2,3,1665.9320439824496
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,7,1,1,719.7156396727664
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,2,2,2,5246.807646993017
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,2,4,3,1755.7968840990661
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,2,4,1,5626.600063239364
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,4,4,1,2067.6497752041996
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,6,2,3,595.7738319803448
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,4,2,2,7324.900188479442
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,5,3,3,621.3757663790238
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,2,3,5,3785.6475672880933
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,4,3,3,6063.324197314509
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,2,3,2,7130.133776998384
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,4,5,1,15377.435973748195
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,1,4,2,1751.1193411455079
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,3,2,2,2573.9031471136714
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,3,3,3,2209.081625805624
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,5,1,1,10440.028698216027
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,2,7,3,11335.762815086953
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,3,1,3,5580.815206817013
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,2,4,5,3675.7784438241297
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,2,4,4,13283.77167926532
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,6,3,1,1169.43728593993
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,3,5,4,4550.946909819629
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,5,3,1,3413.6044308014334
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,4,1,1,808.526490283688
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,4,1,2,1022.3404835724214
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,3,1,4,270.46260674569567
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,2,3,3,1840.975053173418
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,5,1,2,671.1209431806856
4369,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,3,3,1,3193.516012115577
4370,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,4,5,2,5837.717133903184
4371,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,2,1,4,994.61972346517
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,5,2,1,2309.867711305149
4373,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,4,2,4,2965.362527989979
4374,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,8,5,1,915.6474195835945
4375,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,2,5,1,1905.919086285028
4376,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,4,3,2,769.5172960653181
4377,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,6,4,4,273.7600442515559
4378,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,4,2,1,3037.509554371005
4379,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,3,5,4,1658.7699688770172
4380,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,6,4,1,2127.6337909583926
4381,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,5,6,2,673.0405820126016
4382,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,4,2,3,2695.6209075599527
4383,1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,3,6,4,8997.990726087592
4384,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,5,3,2,8105.146333390581
4385,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,4,1,1,792.3542799009228
4386,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,3,6,4,1573.7637758115234
4387,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,6,4,1,7113.482357424559
4388,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,3,1,3,422.1538034080022
4389,1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,4,5,1,11615.199918599666
4390,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,4,2,1,3257.0408974806123
4391,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,4,6,1,781.1064699930266
4392,0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,3,4,3,641.5913129145029
4393,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,2,7,3,4813.824184385791
4394,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,4,2,1,1932.589433498515
4395,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,3,6,2,13976.647756242372
4396,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,3,4,1,1341.0998265587023
4397,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,5,5,1,2890.11448811656
4398,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,6,2,3,1132.843329667985
4399,0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,8,4,1,757.7270029580886
4400,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,5,6,3,15970.343165207374
4401,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,4,2,1,753.2012356437172
4402,0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,7,4,1,875.2466434427624
4403,0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,3,3,2,1327.9217056488105
4404,0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,3,1,1,894.3550527925854
4405,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,5,5,1,1312.429831439811
4406,0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,6,6,3,530.6637189655503
4407,0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,7,4,3,7019.992493372417
4408,0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,8,3,1,814.4150487164843
4409,0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,5,5,2,478.7105445742418
4410,1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,4,7,3,7882.512013869202
4411,0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,4,6,4,602.1882691100873
4412,1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,4,7,3,7101.449468258646
4413,1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,4,4,3,6166.530318631424
4414,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,2,4,1,7151.660444256335
4415,0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,4,1,3,3808.6643149259835
4416,0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,7,2,3,694.4793314458439
4417,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,3,7,3,8569.397115616313
4418,0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,7,4,3,614.2772045019719
4419,1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,1,3,1,3425.8725732799344
4420,0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,3,3,4,2355.7206819630464
4421,1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,2,4,3,4474.888438992538
4422,1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,4,5,2,6075.804116401937
4423,0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,2,3,3,538.962900494319
4424,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,5,6,3,15318.92088558272
4425,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,5,4,1,490.3463325053026
4426,1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,3,2,4,5166.463294811596
4427,1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,4,7,2,7436.555039216919
4428,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,2,1,2,561.2564564853692
4429,0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,4,6,3,256.58452407485674
4430,1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,3,6,1,6116.785258161873
4431,0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,4,4,2,779.8157939568
4432,2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,2,3,1,14483.684826226821
4433,0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,3,6,2,223.625651030703
4434,0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,5,4,3,1391.5249219415427
4435,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,4,6,2,4883.964146892662
4436,0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,4,4,2,3274.495167992441
4437,1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,5,4,1,13343.487947833162
4438,0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,4,2,1,820.8662175737445
4439,1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,3,6,2,4356.691808056082
4440,0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,3,4,3,4473.256095222461
4441,1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,4,3,2,11769.154643039801
4442,0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,4,5,1,378.7603440585317
4443,0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,3,2,1,2651.7024622976023
4444,1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,4,2,4,6709.83148577604
4445,0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,3,6,1,987.0545870742753
4446,0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,5,2,3,928.3422310292844
4447,0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,2,5,1,-246.9240370175571
4448,0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,4,4,2,317.3044884593646
4449,0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,3,2,1,1332.1677103776055
4450,0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,2,3,1,11.5754316684679
4451,0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,4,5,1,3910.500479144694
4452,0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,4,3,2,882.6080456309028
4453,0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,6,4,1,823.1215313418834
4454,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,5,6,3,2006.9564134074717
4455,1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,3,3,1,11522.530774461111
4456,0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,3,5,1,2448.192482955761
4457,1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,4,6,1,4150.166061394115
4458,0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,6,5,3,1930.9773257962934
4459,1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,4,3,2,6558.163903777469
4460,0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,3,2,3,4252.81069368379
4461,0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,2,4,1,3787.3218993602586
4462,0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,5,6,3,676.5066300533581
4463,1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,6,4,1,10433.846806894657
4464,0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,5,3,3,3773.8568007891517
4465,0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,2,4,4,3247.9132321880506
4466,1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,4,7,1,8029.369170294763
4467,0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,4,4,1,408.65025854521355
4468,0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,7,3,3,4075.9159641510378
4469,1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,3,1,1,6606.688283970127
4470,1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,3,6,2,4474.690504435027
4471,0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,6,5,1,655.374050879318
4472,0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,3,3,3,897.2573016233
4473,0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,6,2,1,642.654440396167
4474,1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,2,7,3,4946.101639722024
4475,1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,3,5,3,5800.5586806128795
4476,1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,2,5,1,5931.645640228742
4477,1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,3,5,2,4709.60371319736
4478,0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,4,4,1,376.3235794074353
4479,0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,8,3,1,871.766883909735
4480,0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,7,4,1,3798.6653922907444
4481,1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02,2,3,3,4730.780831964059
4482,1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,7,4,1,9361.53977766518
4483,0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,2,2,3,1893.9779204612478
4484,1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,8,3,3,10300.391255941593
4485,1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,2,6,5,3645.1075417349202
4486,1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,2,5,1,5128.234268482618
4487,0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,3,1,2,617.3180319113744
4488,0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,3,5,3,2065.2557118805653
4489,1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,5,3,2,7060.038898081486
4490,0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,6,4,3,633.3588831969901
4491,0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,3,1,4,4413.090823877179
4492,0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,4,3,2,1098.9167939706167
4493,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,6,2,3,527.9530361757734
4494,0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,4,3,1,780.5080420244776
4495,0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,3,2,1,1499.8098579801135
4496,0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,6,6,1,1267.6136774335992
4497,1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,5,4,3,12357.551669032917
4498,0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,3,4,4,228.1993621171805
4499,0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,4,4,2,323.10440517160987
4500,0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,5,3,1,1016.8537918386428
4501,0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4,2,2,3,1248.4359995846262
4502,2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,3,7,2,12352.308395154192
4503,0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,3,2,1,1308.02531522734
4504,0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,5,3,3,4161.868191987367
4505,0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,7,4,3,719.5022927930277
4506,0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,7,4,3,946.2573509058475
4507,1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,4,6,2,11251.412793186993
4508,0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,3,1,1,778.361159381715
4509,1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08,3,2,1,6076.121938442306
4510,1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,3,3,1,10993.36367545785
4511,1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,3,2,4,5123.907592617963
4512,0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,6,4,4,1387.9004447228926
4513,0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,5,2,4,555.9251899739556
4514,2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05,3,7,1,12126.598112363386
4515,0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,3,2,3,4248.614324253838
4516,1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75,4,4,4,5354.779340290292
4517,1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,4,3,1,6720.554805850727
4518,0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,3,6,1,729.0037406132724
4519,1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,5,2,2,14465.697023136707
4520,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,3,3,1,1749.0650234118202
4521,0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,4,3,1,845.3270091347586
4522,0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,4,1,1,1153.2321525018942
4523,0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,4,1,1,2366.0126577129176
4524,0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,4,1,3,1220.3558791241012
4525,1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,3,5,2,5735.576903367629
4526,0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22,8,1,1,3465.452802134707
4527,1.01,Ideal,F,VS1,61.8,57.0,6.41,6.46,3.98,5,3,1,7219.991014266814
4528,0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7,7,6,4,580.331529240586
4529,2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,2,6,1,12223.242723651781
4530,1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14,3,5,1,5912.415141716755
4531,0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69,7,3,1,774.6554804704028
4532,0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53,4,7,4,1885.298105116337
4533,1.18,Premium,G,SI2,61.4,58.0,6.82,6.77,4.17,2,4,2,5306.787600338581
4534,1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92,5,2,2,7321.136675332948
4535,0.7,Fair,H,VVS2,64.5,65.0,5.52,5.45,3.54,6,5,5,2656.0532393532685
4536,0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,5,5,3,757.2910338243146
4537,1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,3,5,3,6437.4131375637935
4538,0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81,4,2,2,858.1623554977377
4539,1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97,2,5,2,4639.257888750461
4540,0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,3,3,3,3067.2199622400767
4541,1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,6,4,1,8238.381661529875
4542,0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,6,2,2,938.073606958289
4543,1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,2,1,3,11655.141495634354
4544,0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6,4,2,3,772.5975685974208
4545,0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73,4,2,1,646.6351940128461
4546,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,5,7,1,580.9184201941061
4547,0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75,7,7,1,511.5526938339699
4548,0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,7,5,1,705.4156745116379
4549,0.77,Good,H,VVS2,64.3,57.9,5.7,5.86,3.71,6,5,4,3293.7408416364615
4550,0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,7,6,1,674.9285216504868
4551,0.9,Good,G,VS2,62.1,59.0,6.02,6.16,3.78,4,4,4,5053.656402317931
4552,1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02,3,3,4,5157.3755800983
4553,0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,3,3,3,2260.9301202555926
4554,0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,4,3,2,1030.8667581278914
4555,1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21,3,6,1,5688.545467898112
4556,1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,2,7,3,3299.3390947244525
4557,0.31,Ideal,I,IF,62.2,54.0,4.39,4.36,2.72,8,6,1,595.1594430770419
4558,0.9,Premium,I,SI2,60.6,60.0,6.23,6.28,3.79,2,6,2,3285.2903758505518
4559,1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5,6,4,1,14683.18597428044
4560,0.41,Very Good,D,SI1,63.0,56.0,4.75,4.8,3.01,3,1,3,582.7300764421307
4561,1.01,Ideal,G,VS2,62.4,56.0,6.42,6.39,4.0,4,4,1,6333.8012663565205
4562,2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,3,7,2,11773.820056648787
4563,1.21,Very Good,D,SI2,62.3,59.0,6.74,6.78,4.21,2,1,3,6492.673404396934
4564,0.41,Premium,G,VS2,60.8,59.0,4.78,4.8,2.91,4,4,2,750.8774237954303
4565,1.0,Good,I,VS1,63.9,56.0,6.37,6.18,4.01,5,6,4,3928.725417443444
4566,1.02,Ideal,G,VVS1,61.5,57.0,6.44,6.47,3.97,7,4,1,7885.107642952608
4567,0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67,4,1,1,869.2755115490381
4568,0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,7,3,1,1516.0047022414346
4569,0.31,Very Good,F,SI1,63.2,56.0,4.31,4.27,2.71,3,3,3,544.0300758864232
4570,0.32,Premium,H,VVS1,61.5,59.0,4.41,4.37,2.7,7,5,2,814.7724188453376
4571,0.38,Premium,H,SI1,61.2,62.0,4.66,4.62,2.84,3,5,2,519.7210084393173
4572,2.0,Premium,G,SI1,59.0,62.0,6.16,6.15,4.82,3,4,2,20212.518547636733
4573,0.62,Ideal,H,IF,61.9,55.0,5.5,5.52,3.41,8,5,1,2521.3246536874976
4574,0.31,Very Good,H,VS2,63.1,58.0,4.32,4.27,2.71,4,5,3,-51.4020348680433
4575,0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,5,1,3,798.1786199293965
4576,1.01,Very Good,G,VS2,63.4,55.0,6.35,6.4,4.04,4,4,3,6110.975114961929
4577,2.0,Fair,E,SI2,59.9,61.0,8.16,8.04,4.86,2,2,5,14235.115005926453
4578,0.9,Premium,D,SI2,62.3,58.0,6.27,6.05,3.84,2,1,2,2983.986362509274
4579,0.47,Premium,E,SI1,60.2,61.0,5.05,4.96,3.02,3,2,2,1169.3316664538888
4580,0.32,Ideal,D,SI1,61.5,54.0,4.42,4.46,2.73,3,1,1,714.6146971935286
4581,1.24,Premium,J,VS2,61.4,59.0,6.91,6.83,4.22,4,7,2,5429.821795668429
4582,0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88,7,4,1,735.5718794753648
4583,0.74,Premium,G,SI2,62.7,60.0,5.78,5.73,3.61,2,4,2,2061.8209983996694
4584,0.53,Ideal,H,VS1,61.6,57.0,5.18,5.24,3.21,5,5,1,1672.3296807732913
4585,0.54,Very Good,E,SI1,60.2,58.0,5.23,5.37,3.19,3,2,3,1370.0925829422795
4586,0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,4,7,5,1182.8805992859488
4587,0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73,3,1,1,716.1896663293955
4588,0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,5,2,1,903.3649934796376
4589,0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,5,6,1,3609.617670234018
4590,0.46,Ideal,I,IF,62.2,55.0,4.94,4.97,3.08,8,6,1,1155.8382755525727
4591,0.3,Ideal,G,IF,62.1,54.0,4.3,4.33,2.68,8,4,1,842.2418611727171
4592,0.81,Ideal,F,VS2,61.9,55.0,6.0,5.95,3.7,4,3,1,4066.53412706525
4593,1.62,Ideal,G,VS2,61.7,54.0,7.57,7.58,4.68,4,4,1,13033.750034349821
4594,0.33,Good,H,VS2,63.8,55.0,4.4,4.44,2.82,4,5,4,18.07504056628204
4595,1.7,Premium,E,SI1,61.8,58.0,7.62,7.52,4.68,3,2,2,13730.033556910359
4596,1.2,Premium,I,SI2,59.0,60.0,6.99,6.95,4.11,2,6,2,5142.315385329482
4597,0.58,Ideal,G,VVS2,61.9,57.0,5.36,5.33,3.31,6,4,1,2395.3711635196087
4598,1.7,Premium,G,SI2,62.2,59.0,7.68,7.6,4.75,2,4,2,10070.031292267782
4599,1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,5,6,1,6457.491198007354
4600,0.85,Ideal,D,SI1,61.9,56.0,6.03,6.09,3.75,3,1,1,4224.28462104844
4601,0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,3,2,4,396.85581257970625
